substrate,FishID,pop,sex,habitat_temp,pair,state,subgroup,latitude,accl_order,Date,accl_temp,length,mass,heart_mass,MR_pmol_s,phenotype
LKA,R3G4P5,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/23/19,28,86,11.8,0.014,30.71598522,CaM
LKA,G1R2O5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/23/19,28,68,8.4,0.006,20.02670243,CaM
LKA,R1P3R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/23/19,28,66,6.4,0.005,18.72095739,CaM
LKA,P3R4R6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/23/19,28,72,8.7,0.01,22.58541255,CaM
LKA,G1P2R5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/23/19,28,84,11.4,0.01,26.06263732,CaM
LKA,R3R5P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/23/19,28,73,8.8,0.007,19.98198337,CaM
LKA,G1O2P4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/23/19,28,71,6.6,0.007,21.34223645,CaM
LKA,P3R5R6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/23/19,28,66,5.8,0.006,7.922523062,CaM
LKA,O4G5R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/23/19,28,66,5.8,0.005,5.963728653,CaM
LKA,R2R4R5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/23/19,28,72,10.6,0.012,27.31237386,CaM
LKA,G1O5R6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/23/19,28,72,8.3,0.007,19.32442951,CaM
LKA,P2R3P4,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/23/19,28,81,10.6,0.014,23.89038976,CaM
LKA,R1R5G6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/23/19,28,74,9.6,0.011,15.4579156,CaM
LKA,O3P4R6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/24/19,28,66,6.4,0.008,27.84476408,CaM
LKA,G2G3P5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/24/19,28,74,7.2,0.008,24.69487487,CaM
LKA,G1P2R3,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/24/19,28,74,8.1,0.008,9.075620214,CaM
LKA,O1O2R4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/24/19,28,70,9,0.01,36.65091717,CaM
LKA,R2G3R4,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/24/19,28,69,8.2,0.009,13.19496086,CaM
LKA,P2O5R6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/24/19,28,76,11.3,0.015,30.84102295,CaM
LKA,P2P3O6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/24/19,28,74,10.2,0.011,22.92420435,CaM
LKA,G2O5R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/24/19,28,80,11.8,0.01,31.21744546,CaM
LKA,R4O5R6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/24/19,28,63,5.4,0.005,8.941592949,CaM
LKA,O2P3O4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/24/19,28,69,6.9,0.009,7.035249682,CaM
LKA,R1R2G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/24/19,28,82,11.8,0.015,19.07671337,CaM
LKA,O1R3R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/24/19,28,80,13,0.011,29.05658983,CaM
LKA,P1O3R6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/24/19,28,67,6.9,0.005,12.40241422,CaM
LKA,G2P3G6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/24/19,28,67,7,0.006,3.680045045,CaM
LKA,O1O2P6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/24/19,28,61,5.1,0.003,2.268583224,CaM
LKA,O2G3G4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/24/19,28,75,10.5,0.008,9.290739594,CaM
LKA,G1P4O5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/24/19,28,67,7.1,0.007,10.69207762,CaM
LKA,O1R3G4,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/24/19,28,71,9.4,0.014,13.97873956,CaM
LKA,O2G5O6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/24/19,28,69,7.8,0.008,8.307183775,CaM
LKA,O4R5O6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/25/19,28,87,15.3,0.016,42.17353914,CaM
LKA,O4G5P6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/25/19,28,80,12.1,0.014,42.95988598,CaM
LKA,O1O2O3,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/25/19,28,70,7.6,0.009,33.37382878,CaM
LKA,G3O4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/25/19,28,74,10.7,0.012,37.83376282,CaM
LKA,P2G3P4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/25/19,28,66,7.1,0.003,26.29938131,CaM
LKA,P2R3G5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/25/19,28,73,10.2,0.013,24.5425879,CaM
LKA,G1P4G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/25/19,28,68,6.5,0.007,18.81113063,CaM
LKA,P1G2O4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/25/19,28,71,8.7,0.012,30.69066869,CaM
LKA,G2R4R5,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/25/19,28,68,5.6,0.007,10.22063194,CaM
LKA,R1O4R5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/25/19,28,78,12.5,0.014,22.71428101,CaM
LKA,P3P4R5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/25/19,28,84,14.1,0.016,25.94680749,CaM
LKA,P1G2G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/25/19,28,66,8.2,0.011,12.5122829,CaM
LKA,G1G3O5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/25/19,28,66,6.8,0.006,8.694220919,CaM
LKA,R2R3G6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/25/19,28,60,4.9,0.007,4.246158349,CaM
LKA,P1R3G4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/25/19,28,71,7.8,0.007,9.886771485,CaM
LKA,R1O4G6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/25/19,28,72,9.1,0.007,6.948833327,CaM
LKA,P1O3P4,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/26/19,28,84,15.2,0.015,41.37921282,CaM
LKA,G2O3G5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/26/19,28,72,8.3,0.009,32.35813808,CaM
LKA,G1O4G5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/26/19,28,76,11.5,0.008,25.70359147,CaM
LKA,O2G3O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/26/19,28,82,14,0.019,34.66859117,CaM
LKA,P2R3O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/26/19,28,72,7.9,0.01,19.81722042,CaM
LKA,R4R5P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/26/19,28,73,10.1,0.007,20.40298887,CaM
LKA,R1O2G6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/26/19,28,66,6.5,0.008,16.6049045,CaM
LKA,G2R4O6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/26/19,28,64,6.2,0.008,10.79898259,CaM
LKA,P1O5R6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/26/19,28,69,7.6,0.009,11.99393617,CaM
LKA,G3P4P5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/26/19,28,85,13.4,0.017,22.68159319,CaM
LKA,G3O5P6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/26/19,28,75,11.7,0.016,24.85972904,CaM
LKA,R3G5G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/26/19,28,66,6,0.004,7.627190038,CaM
LKA,G3R4O6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/26/19,28,75,9.8,0.012,17.57068739,CaM
LKA,G3P4O6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/26/19,28,70,7.4,0.004,6.269353411,CaM
LKA,P1P4P6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/26/19,28,73,8.8,0.007,17.69303042,CaM
LKA,G1R4R6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/26/19,28,72,10.8,0.011,15.9498682,CaM
LKA,P1G2R4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/26/19,28,55,3.7,0.002,0.401931448,CaM
LKA,R2G3G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/29/19,28,84,15.1,0.012,26.06867894,CaM
LKA,R2O4G6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/29/19,28,71,8.8,0.0014,24.66952828,CaM
LKA,P1G2P5,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/29/19,28,66,6.6,0.012,25.37030868,CaM
LKA,O1P4O6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/29/19,28,66,7.6,0.008,14.83780576,CaM
LKA,O2O4O6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/29/19,28,81,12.4,0.013,27.12775618,CaM
LKA,G4G5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/29/19,28,87,19.1,0.02,32.69074331,CaM
LKA,G3G5O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/29/19,28,82,18,0.019,30.53500076,CaM
LKA,R3P4R6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/29/19,28,76,8.9,0.011,16.89792505,CaM
LKA,R2G4O6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/29/19,28,79,10.8,0.011,18.23660869,CaM
LKA,P2R4P5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/29/19,28,70,7.6,0.007,11.84893544,CaM
LKA,O1P2R6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/29/19,28,69,6.6,0.011,15.72147694,CaM
LKA,R3G4R6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/29/19,28,76,8.8,0.009,14.81629358,CaM
LKA,R4O5G6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/29/19,28,75,10.8,0.013,24.53364749,CaM
LKA,G1R4G5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/29/19,28,70,8.8,0.012,15.80332795,CaM
LKA,P1G4R5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/29/19,28,76,11.7,0.013,21.49385094,CaM
LKA,P2R3P6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/29/19,28,68,9,0.009,9.685546477,CaM
LKA,P2O3O4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/30/19,28,85,15.1,0.013,26.19977025,CaM
LKA,O2G3O4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/30/19,28,73,9.8,0.013,19.72062611,CaM
LKA,R1R3R6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/30/19,28,69,6.4,0.005,12.1777131,CaM
LKA,P2R4G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/30/19,28,75,9.1,0.007,14.52735673,CaM
LKA,G1O3G5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/30/19,28,72,9.4,0.013,24.25918185,CaM
LKA,O1P3G5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/30/19,28,63,5.4,0.005,7.372096995,CaM
LKA,G2O3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,7/30/19,28,73,7.5,0.01,15.87330782,CaM
LKA,G1G2P5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/30/19,28,73,10.4,0.005,10.36361656,CaM
LKA,R2R3R4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,7/30/19,28,66,6.4,0.008,11.50493435,CaM
LKA,G2O3P6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,7/30/19,28,71,7.6,0.01,7.085997166,CaM
LKA,G1G3R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/30/19,28,75,10.1,0.014,17.64807517,CaM
LKA,G1O2P5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/30/19,28,69,6.4,0.007,8.037444707,CaM
LKA,R2R3O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,7/30/19,28,67,7.3,0.008,12.55740746,CaM
LKA,R2G5G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/30/19,28,73,8.4,0.009,12.2815927,CaM
LKA,G1R2P4,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,7/30/19,28,69,7.8,0.006,12.0038285,CaM
LKA,O1O3R5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/30/19,28,80,13.8,0.011,14.75748267,CaM
LKA,O1O2G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,7/30/19,28,83,13.8,0.016,25.55966686,CaM
LKA,R1G3P6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,7/31/19,12,79,8.6,0.011,19.83670894,CaM
LKA,P3O5G6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,7/31/19,12,72,8.7,0.015,20.9849104,CaM
LKA,R1P2G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,7/31/19,12,81,13.1,0.02,35.82274008,CaM
LKA,O1G2G3,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,7/31/19,12,74,9.5,0.012,20.13731051,CaM
LKA,P3G5R6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,7/31/19,12,76,10.9,0.012,28.0390773,CaM
LKA,G3G5G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,7/31/19,12,72,7.5,0.013,22.58642699,CaM
LKA,O1R2G3,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,7/31/19,12,63,7.5,0.008,21.22318854,CaM
LKA,G1O2P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,7/31/19,12,75,8.9,0.011,25.19487593,CaM
LKA,G1O4O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,7/31/19,12,83,14.1,0.017,34.23481421,CaM
LKA,G3G4O5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,7/31/19,12,66,7,0.012,22.46444129,CaM
LKA,P1G3O5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,7/31/19,12,65,6.8,0.007,25.90995712,CaM
LKA,O2O5R6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,7/31/19,12,65,6.4,0.01,18.69351596,CaM
LKA,G1G2R4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,7/31/19,12,67,7.1,0.01,22.07998715,CaM
LKA,G1P2O3,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,7/31/19,12,69,7.8,0.01,25.21599482,CaM
LKA,P1O3G4,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,7/31/19,12,75,9.5,0.014,28.41230909,CaM
LKA,O2O3G4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,7/31/19,12,71,7.4,0.012,23.54476412,CaM
LKA,G2P3P4,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,7/31/19,12,77,8.9,0.01,24.95103844,CaM
LKA,O2R3O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,7/31/19,12,80,12.3,0.017,35.8613568,CaM
LKA,G2O4P5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,7/31/19,12,69,7.1,0.012,28.40972998,CaM
LKA,G1O3R4,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/1/19,12,86,12.9,0.016,30.7779431,CaM
LKA,P1R2G3,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/1/19,12,70,6.4,0.01,16.88166443,CaM
LKA,R2G5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/1/19,12,82,10.6,0.016,16.31400706,CaM
LKA,O2R5P6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/1/19,12,59,4,0.008,14.05416303,CaM
LKA,O1O5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/1/19,12,66,5.6,0.01,13.32335649,CaM
LKA,O2P4G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/1/19,12,76,11.3,0.023,25.03473668,CaM
LKA,R3G5P6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,8/1/19,12,90,16.7,0.026,42.66829684,CaM
LKA,G3O5G6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/1/19,12,67,7.5,0.02,26.05916776,CaM
LKA,R1P2O4,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/1/19,12,85,16,0.021,31.44768444,CaM
LKA,G1O4P5,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/1/19,12,83,11.7,0.019,28.76310344,CaM
LKA,G1O3G6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/1/19,12,72,8.6,0.012,24.679854,CaM
LKA,R1G4R6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/1/19,12,81,12.8,0.018,33.75284424,CaM
LKA,R2O5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/1/19,12,92,17.4,0.029,36.60944887,CaM
LKA,O2R5O6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/1/19,12,61,6,0.007,15.11565335,CaM
LKA,G1G3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/1/19,12,78,9.6,0.014,30.1950041,CaM
LKA,R3P4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/1/19,12,80,12.4,0.016,29.92629821,CaM
LKA,G2R3G6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/1/19,12,71,8.3,0.012,26.63483193,CaM
LKA,G2O3O6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/1/19,12,71,7.1,0.008,14.63635176,CaM
LKA,O1G5R6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,8/1/19,12,73,11,0.015,25.19355694,CaM
LKA,P4G5G6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,8/1/19,12,82,14,0.023,32.14849813,CaM
LKA,G1G2G4,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/5/19,12,76,11.5,0.012,18.5610743,CaM
LKA,G1G2P3,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/5/19,12,70,7.7,0.011,19.04216858,CaM
LKA,O1R5P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/5/19,12,74,7.1,0.013,20.62637031,CaM
LKA,O1P2G5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/5/19,12,61,5.4,0.007,7.764410512,CaM
LKA,O1R2O5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/5/19,12,76,10.6,0.013,17.10704454,CaM
LKA,P2G4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/5/19,12,72,8.2,0.013,20.40860139,CaM
LKA,P1P2R4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,8/5/19,12,71,9.3,0.012,19.44645428,CaM
LKA,G1O2G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/5/19,12,68,7.1,0.006,12.22275778,CaM
LKA,P1O4G5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/5/19,12,76,9.5,0.011,20.48313598,CaM
LKA,P1P2G5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,8/5/19,12,74,9.6,0.01,19.96348932,CaM
LKA,P2O4R6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/5/19,12,77,9.5,0.019,22.55332909,CaM
LKA,G2G3R6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/5/19,12,61,5,0.007,8.128986679,CaM
LKA,G3P4G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/5/19,12,82,11,0.014,26.57445085,CaM
LKA,R1R3P5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/5/19,12,66,4.6,0.01,9.715712251,CaM
LKA,P2R3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/5/19,12,78,10.8,0.013,23.60039077,CaM
LKA,G2G3G4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,8/5/19,12,75,10,0.013,19.92938192,CaM
LKA,R1O5O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,8/5/19,12,62,5.3,0.006,14.33719947,CaM
LKA,G2P3R5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/5/19,12,61,7.1,0.008,20.37797945,CaM
LKA,P4G5R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/5/19,12,66,6.3,0.007,12.97681478,CaM
LKA,R1P5O6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/6/19,12,74,8.6,0.01,28.99085256,CaM
LKA,G2R5G6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/6/19,12,72,9.1,0.011,20.43687185,CaM
LKA,R1O2P3,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/6/19,12,67,8.5,0.016,21.4560641,CaM
LKA,O1G4P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/6/19,12,75,9.3,0.015,28.71389917,CaM
LKA,R2G3P4,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/6/19,12,71,8.1,0.01,26.22842611,CaM
LKA,G2P5P6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/6/19,12,71,9.4,0.011,21.117587,CaM
LKA,P1P3O6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/6/19,12,66,7,0.011,24.73205536,CaM
LKA,O2G3P5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/6/19,12,74,10.3,0.011,51.87396023,CaM
LKA,G1R3O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/6/19,12,70,14.2,0.025,47.6091696,CaM
LKA,G1O2P3,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/6/19,12,59,4,0.008,18.96889766,CaM
LKA,R1P2R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/6/19,12,67,6.2,0.009,21.55529036,CaM
LKA,R1G4R5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/6/19,12,47,2.4,0.001,10.7841101,CaM
LKA,R2O3P4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/6/19,12,71,8.3,0.011,26.76971346,CaM
LKA,G1G3P5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/6/19,12,71,7.7,0.012,31.66584032,CaM
LKA,O3P4G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/6/19,12,66,6.7,0.008,21.46187537,CaM
LKA,O2R3G5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/6/19,12,68,7.2,0.01,26.07097604,CaM
LKA,R2P3G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/6/19,12,74,9.8,0.013,32.74600652,CaM
LKA,R2P4R6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/6/19,12,64,5.6,0.007,20.68898338,CaM
LKA,O4O5O6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/6/19,12,77,9.4,0.015,36.63197746,CaM
LKA,G1G2R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/7/19,12,72,9.7,0.011,17.16251054,CaM
LKA,P2R5O6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/7/19,12,75,9.6,0.018,30.70621917,CaM
LKA,P2G3G4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/7/19,12,64,6.3,0.007,16.63127929,CaM
LKA,G1P3O6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,8/7/19,12,72,8.6,0.01,17.98542859,CaM
LKA,P2P3G4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,8/7/19,12,64,6.5,0.013,18.72078498,CaM
LKA,G1O4R6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,8/7/19,12,78,11.2,0.019,30.615026,CaM
LKA,O1R2P6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,8/7/19,12,79,13.1,0.023,39.27420872,CaM
LKA,O3G5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/7/19,12,69,7.2,0.012,20.43238907,CaM
LKA,G2R3P6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,8/7/19,12,69,6.9,0.007,15.65212999,CaM
