substrate,FishID,pop,sex,Date,Temp,length,mass,heart_mass,MR_pmol_s,phenotype,aug2018_temp,tenyr_mean_temp,pair,state,mt_haplotype,temp_var,latitude,accl_order
FA,R2P4R6,OCME,M,8/6/19,12,64,5.6,0.007,21.76863132,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
FA,G1G2R6,PEAME,M,8/7/19,12,72,9.7,0.011,17.11116332,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
FA,P2R5O6,PEAME,F,8/7/19,12,75,9.6,0.018,29.97459319,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
FA,P2G3G4,OCME,M,8/7/19,12,64,6.3,0.007,14.49565182,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
FA,G1P3O6,PEAME,M,8/7/19,12,72,8.6,0.01,19.00073681,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
FA,P2P3G4,OCME,M,8/7/19,12,64,6.5,0.013,17.79581091,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
FA,G1O4R6,PENME,F,8/7/19,12,78,11.2,0.019,31.88595511,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
FA,O1R2P6,RVMA,M,8/7/19,12,79,13.1,0.023,43.26417957,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
FA,O3G5G6,DIME,F,8/7/19,12,69,7.2,0.012,12.10145136,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
FA,G2R3P6,DIME,M,8/7/19,12,69,6.9,0.007,16.10310559,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
FA,G3O4R5,PENME,M,8/7/19,12,79,11.5,0.017,28.9785964,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
FA,O1G2G6,PEAME,M,8/7/19,12,64,6.6,0.007,19.76017323,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
FA,P3G5O6,PENME,F,8/7/19,12,69,7.7,0.017,22.75055268,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
FA,R3R5O6,PENME,F,8/7/19,12,80,11.9,0.02,25.73494431,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
FA,G1G3O6,RVMA,M,8/7/19,12,73,10.2,0.014,22.4357345,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
FA,G3R4O5,DIME,M,8/7/19,12,81,11.5,0.02,32.79105542,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
FA,O3G5P6,EHMA,M,8/7/19,12,71,8.2,0.009,18.97294101,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
FA,O1O3O6,PENME,M,8/7/19,12,79,11.5,0.014,33.79190465,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
FA,G2G5P6,OCME,M,8/8/19,12,65,6.3,0.006,16.62258981,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
FA,O3O5R6,DIME,M,8/8/19,12,77,7.9,0.012,24.28910021,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
FA,P1P2G6,PEAME,F,8/8/19,12,78,12.5,0.022,41.91424755,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
FA,R1P4O6,EHMA,M,8/8/19,12,70,8.8,0.014,16.63120682,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
FA,R1R2R3,RVMA,M,8/8/19,12,72,9.6,0.01,19.37016448,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
FA,G1O3R5,PENME,M,8/8/19,12,66,7,0.01,18.31257957,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
FA,G4G5P6,RVMA,M,8/8/19,12,80,12.6,0.015,41.38558175,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
FA,O2P3G5,EHMA,M,8/8/19,12,73,8.9,0.015,20.65959246,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
FA,P1R2R3,RVMA,F,8/8/19,12,75,10.9,0.013,30.00745231,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
FA,G1G2R5,EHMA,F,8/8/19,12,83,16.7,0.025,42.05840918,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
FA,P2O4G6,EHMA,M,8/8/19,12,61,5.3,0.008,17.53293576,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
FA,G1R2R5,OCME,F,8/8/19,12,77,12.3,0.02,39.33896384,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
FA,G2G5G6,EHMA,F,8/8/19,12,73,9.8,0.014,32.55479762,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
FA,R1R4O5,EHMA,F,8/8/19,12,72,8,0.02,31.75675692,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
FA,G1R3G4,DIME,M,8/8/19,12,67,6.8,0.011,22.20594523,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
FA,R1O3R6,DIME,F,8/8/19,12,84,12.5,0.021,31.11233128,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
FA,P1P4G5,EHMA,M,8/8/19,12,69,7.7,0.012,26.49142053,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
FA,O1G4G6,EHMA,F,8/8/19,12,65,6.7,0.013,23.83385719,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
FA,O1G3G5,OCME,M,8/8/19,12,65,8,0.008,23.68631113,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
FA,G1R2G4,EHMA,F,8/8/19,12,60,4.9,0.007,18.20695024,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,P1R3O6,PENME,F,7/23/19,28,67,6.1,0.006,25.58029938,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,P1G3R5,RVMA,F,7/23/19,28,76,12.1,0.014,51.15535632,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,O3O4R5,RVMA,M,7/23/19,28,77,12.1,0.015,46.40322473,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,G2R5P6,RVMA,F,7/23/19,28,75,9.6,0.012,36.12947971,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,R3G4P5,DIME,F,7/23/19,28,86,11.8,0.014,30.71598522,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,G1R2O5,EHMA,F,7/23/19,28,68,8.4,0.006,20.02670243,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
LKA,R1P3R6,PEAME,M,7/23/19,28,66,6.4,0.005,18.72095739,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
LKA,P3R4R6,PENME,M,7/23/19,28,72,8.7,0.01,22.58541255,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,G1P2R5,PENME,F,7/23/19,28,84,11.4,0.01,26.06263732,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,R3R5P6,PEAME,F,7/23/19,28,73,8.8,0.007,19.98198337,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
LKA,G1O2P4,DIME,M,7/23/19,28,71,6.6,0.007,21.34223645,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,P3R5R6,OCME,M,7/23/19,28,66,5.8,0.006,7.922523062,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
LKA,O4G5R6,PEAME,M,7/23/19,28,66,5.8,0.005,5.963728653,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
LKA,R2R4R5,PENME,M,7/23/19,28,72,10.6,0.012,27.31237386,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,G1O5R6,RVMA,F,7/23/19,28,72,8.3,0.007,19.32442951,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,P2R3P4,DIME,F,7/23/19,28,81,10.6,0.014,23.89038976,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,R1R5G6,RVMA,M,7/23/19,28,74,9.6,0.011,15.4579156,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,O3P4R6,OCME,F,7/24/19,28,66,6.4,0.008,27.84476408,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
LKA,G2G3P5,DIME,M,7/24/19,28,74,7.2,0.008,24.69487487,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,G1P2R3,PEAME,F,7/24/19,28,74,8.1,0.008,9.075620214,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
LKA,O1O2R4,DIME,M,7/24/19,28,70,9,0.01,36.65091717,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,R2G3R4,EHMA,M,7/24/19,28,69,8.2,0.009,13.19496086,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
LKA,P2O5R6,PEAME,F,7/24/19,28,76,11.3,0.015,30.84102295,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
LKA,P2P3O6,RVMA,F,7/24/19,28,74,10.2,0.011,22.92420435,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,G2O5R6,RVMA,M,7/24/19,28,80,11.8,0.01,31.21744546,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,R4O5R6,PENME,M,7/24/19,28,63,5.4,0.005,8.941592949,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,O2P3O4,EHMA,F,7/24/19,28,69,6.9,0.009,7.035249682,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
LKA,R1R2G6,DIME,F,7/24/19,28,82,11.8,0.015,19.07671337,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,O1R3R6,RVMA,M,7/24/19,28,80,13,0.011,29.05658983,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,P1O3R6,PENME,M,7/24/19,28,67,6.9,0.005,12.40241422,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,G2P3G6,OCME,M,7/24/19,28,67,7,0.006,3.680045045,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
LKA,O1O2P6,PEAME,M,7/24/19,28,61,5.1,0.003,2.268583224,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
LKA,O2G3G4,EHMA,F,7/24/19,28,75,10.5,0.008,9.290739594,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
LKA,G1P4O5,PENME,M,7/24/19,28,67,7.1,0.007,10.69207762,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,O1R3G4,EHMA,M,7/24/19,28,71,9.4,0.014,13.97873956,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
LKA,O2G5O6,PEAME,F,7/24/19,28,69,7.8,0.008,8.307183775,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
LKA,O4R5O6,DIME,F,7/25/19,28,87,15.3,0.016,42.17353914,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,O4G5P6,EHMA,M,7/25/19,28,80,12.1,0.014,42.95988598,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
LKA,O1O2O3,OCME,M,7/25/19,28,70,7.6,0.009,33.37382878,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
LKA,G3O4G5,PENME,F,7/25/19,28,74,10.7,0.012,37.83376282,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,P2G3P4,OCME,F,7/25/19,28,66,7.1,0.003,26.29938131,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
LKA,P2R3G5,EHMA,M,7/25/19,28,73,10.2,0.013,24.5425879,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
LKA,G1P4G6,PEAME,M,7/25/19,28,68,6.5,0.007,18.81113063,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
LKA,P1G2O4,OCME,M,7/25/19,28,71,8.7,0.012,30.69066869,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
LKA,G2R4R5,DIME,F,7/25/19,28,68,5.6,0.007,10.22063194,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,R1O4R5,RVMA,F,7/25/19,28,78,12.5,0.014,22.71428101,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,P3P4R5,DIME,M,7/25/19,28,84,14.1,0.016,25.94680749,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,P1G2G5,PENME,F,7/25/19,28,66,8.2,0.011,12.5122829,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,G1G3O5,PEAME,M,7/25/19,28,66,6.8,0.006,8.694220919,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
LKA,R2R3G6,OCME,M,7/25/19,28,60,4.9,0.007,4.246158349,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
LKA,P1R3G4,DIME,M,7/25/19,28,71,7.8,0.007,9.886771485,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,R1O4G6,EHMA,F,7/25/19,28,72,9.1,0.007,6.948833327,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
LKA,P1O3P4,EHMA,M,7/26/19,28,84,15.2,0.015,41.37921282,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
LKA,G2O3G5,PEAME,M,7/26/19,28,72,8.3,0.009,32.35813808,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
LKA,G1O4G5,DIME,M,7/26/19,28,76,11.5,0.008,25.70359147,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,O2G3O5,RVMA,M,7/26/19,28,82,14,0.019,34.66859117,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,P2R3O5,RVMA,M,7/26/19,28,72,7.9,0.01,19.81722042,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,R4R5P6,PEAME,F,7/26/19,28,73,10.1,0.007,20.40298887,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
LKA,R1O2G6,OCME,M,7/26/19,28,66,6.5,0.008,16.6049045,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
LKA,G2R4O6,OCME,M,7/26/19,28,64,6.2,0.008,10.79898259,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
LKA,P1O5R6,PENME,F,7/26/19,28,69,7.6,0.009,11.99393617,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,G3P4P5,PEAME,F,7/26/19,28,85,13.4,0.017,22.68159319,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
LKA,G3O5P6,EHMA,F,7/26/19,28,75,11.7,0.016,24.85972904,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
LKA,R3G5G6,DIME,M,7/26/19,28,66,6,0.004,7.627190038,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,G3R4O6,PENME,M,7/26/19,28,75,9.8,0.012,17.57068739,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,G3P4O6,DIME,M,7/26/19,28,70,7.4,0.004,6.269353411,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,P1P4P6,OCME,M,7/26/19,28,73,8.8,0.007,17.69303042,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
LKA,G1R4R6,PENME,F,7/26/19,28,72,10.8,0.011,15.9498682,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,P1G2R4,OCME,M,7/26/19,28,55,3.7,0.002,0.401931448,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
LKA,R2G3G5,PENME,F,7/29/19,28,84,15.1,0.012,26.06867894,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,R2O4G6,RVMA,M,7/29/19,28,71,8.8,0.0014,24.66952828,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,P1G2P5,DIME,F,7/29/19,28,66,6.6,0.012,25.37030868,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,O1P4O6,OCME,M,7/29/19,28,66,7.6,0.008,14.83780576,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
LKA,O2O4O6,PENME,M,7/29/19,28,81,12.4,0.013,27.12775618,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,G4G5O6,PENME,F,7/29/19,28,87,19.1,0.02,32.69074331,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,G3G5O6,EHMA,M,7/29/19,28,82,18,0.019,30.53500076,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
LKA,R3P4R6,DIME,M,7/29/19,28,76,8.9,0.011,16.89792505,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,R2G4O6,DIME,F,7/29/19,28,79,10.8,0.011,18.23660869,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,P2R4P5,PEAME,M,7/29/19,28,70,7.6,0.007,11.84893544,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
LKA,O1P2R6,DIME,M,7/29/19,28,69,6.6,0.011,15.72147694,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,R3G4R6,PENME,M,7/29/19,28,76,8.8,0.009,14.81629358,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,R4O5G6,OCME,F,7/29/19,28,75,10.8,0.013,24.53364749,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
LKA,G1R4G5,RVMA,F,7/29/19,28,70,8.8,0.012,15.80332795,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,P1G4R5,RVMA,F,7/29/19,28,76,11.7,0.013,21.49385094,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,P2R3P6,RVMA,F,7/29/19,28,68,9,0.009,9.685546477,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,P2O3O4,OCME,F,7/30/19,28,85,15.1,0.013,26.19977025,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
LKA,O2G3O4,EHMA,F,7/30/19,28,73,9.8,0.013,19.72062611,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
LKA,R1R3R6,EHMA,F,7/30/19,28,69,6.4,0.005,12.1777131,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
LKA,P2R4G6,DIME,M,7/30/19,28,75,9.1,0.007,14.52735673,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,G1O3G5,PENME,M,7/30/19,28,72,9.4,0.013,24.25918185,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,O1P3G5,PENME,M,7/30/19,28,63,5.4,0.005,7.372096995,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,G2O3G6,DIME,M,7/30/19,28,73,7.5,0.01,15.87330782,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,12 to 28
LKA,G1G2P5,RVMA,F,7/30/19,28,73,10.4,0.005,10.36361656,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,R2R3R4,OCME,M,7/30/19,28,66,6.4,0.008,11.50493435,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,12 to 28
LKA,G2O3P6,PENME,M,7/30/19,28,71,7.6,0.01,7.085997166,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,12 to 28
LKA,G1G3R6,RVMA,M,7/30/19,28,75,10.1,0.014,17.64807517,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,G1O2P5,PEAME,M,7/30/19,28,69,6.4,0.007,8.037444707,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
LKA,R2R3O6,EHMA,M,7/30/19,28,67,7.3,0.008,12.55740746,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,12 to 28
LKA,R2G5G6,PEAME,M,7/30/19,28,73,8.4,0.009,12.2815927,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
LKA,G1R2P4,PEAME,F,7/30/19,28,69,7.8,0.006,12.0038285,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,12 to 28
LKA,O1O3R5,RVMA,F,7/30/19,28,80,13.8,0.011,14.75748267,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,O1O2G5,RVMA,M,7/30/19,28,83,13.8,0.016,25.55966686,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,12 to 28
LKA,R1G3P6,DIME,M,7/31/19,12,79,8.6,0.011,19.83670894,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,P3O5G6,PEAME,F,7/31/19,12,72,8.7,0.015,20.9849104,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,R1P2G5,RVMA,M,7/31/19,12,81,13.1,0.02,35.82274008,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,O1G2G3,PENME,M,7/31/19,12,74,9.5,0.012,20.13731051,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,P3G5R6,OCME,F,7/31/19,12,76,10.9,0.012,28.0390773,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,G3G5G6,PEAME,M,7/31/19,12,72,7.5,0.013,22.58642699,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,O1R2G3,EHMA,F,7/31/19,12,63,7.5,0.008,21.22318854,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,G1O2P6,PEAME,F,7/31/19,12,75,8.9,0.011,25.19487593,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,G1O4O5,RVMA,M,7/31/19,12,83,14.1,0.017,34.23481421,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,G3G4O5,OCME,M,7/31/19,12,66,7,0.012,22.46444129,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,P1G3O5,DIME,M,7/31/19,12,65,6.8,0.007,25.90995712,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,O2O5R6,EHMA,F,7/31/19,12,65,6.4,0.01,18.69351596,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,G1G2R4,OCME,M,7/31/19,12,67,7.1,0.01,22.07998715,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,G1P2O3,PEAME,M,7/31/19,12,69,7.8,0.01,25.21599482,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,P1O3G4,PENME,F,7/31/19,12,75,9.5,0.014,28.41230909,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,O2O3G4,DIME,M,7/31/19,12,71,7.4,0.012,23.54476412,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,G2P3P4,PEAME,F,7/31/19,12,77,8.9,0.01,24.95103844,CaM,15.63283,8.606675,OCME-PEAME,ME,N,13.10594,44.29059,28 to 12
LKA,O2R3O6,EHMA,M,7/31/19,12,80,12.3,0.017,35.8613568,CaM,19.31422,9.07777,RVMA-EHMA,MA,N,33.13356,41.82633,28 to 12
LKA,G2O4P5,RVMA,M,7/31/19,12,69,7.1,0.012,28.40972998,CaM,23.49572,11.710242,RVMA-EHMA,MA,N,44.46299,41.674169,28 to 12
LKA,G1O3R4,DIME,F,8/1/19,12,86,12.9,0.016,30.7779431,CaM,16.92318,9.07777,PENME-DIME,ME,N,17.6729,44.165011,28 to 12
LKA,P1R2G3,OCME,F,8/1/19,12,70,6.4,0.01,16.88166443,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
LKA,R2G5O6,PENME,F,8/1/19,12,82,10.6,0.016,16.31400706,CaM,21.35523,8.606675,PENME-DIME,ME,N,27.27436,44.4663861,28 to 12
LKA,O2R5P6,OCME,M,8/1/19,12,59,4,0.008,14.05416303,CaM,18.06903,8.606675,OCME-PEAME,ME,N,11.41609,44.421147,28 to 12
